date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,x,scaling,interpolated
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,,0.0,#item+label,#item+name+short,,,
2016-07-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1468540800.0,0.01,0.0
2016-08-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1471219200.0,0.01,0.0
2016-09-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,141.2704918032787,,,,,,,64,,,1,,,,Rice (imported) - Retail (1/100 KG),Rice imp.,,0.01,1.0
2016-10-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,142.5,,,,,,,64,,,1,,,,Rice (imported) - Retail (1/100 KG),Rice imp.,,0.01,1.0
2016-11-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,143.7704918032787,,,,,,,64,,,1,,,,Rice (imported) - Retail (1/100 KG),Rice imp.,,0.01,1.0
2016-12-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,145.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1481760000.0,0.01,0.0
2017-01-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1484438400.0,0.01,0.0
2017-02-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,145.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1487116800.0,0.01,0.0
2017-03-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1489536000.0,0.01,0.0
2017-04-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1492214400.0,0.01,0.0
2017-05-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1494806400.0,0.01,0.0
2017-06-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,147.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1497484800.0,0.01,0.0
2017-07-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,155.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1500076800.0,0.01,0.0
2017-08-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,155.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1502755200.0,0.01,0.0
2017-09-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,152.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1505433600.0,0.01,0.0
2017-10-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1508025600.0,0.01,0.0
2017-11-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1510704000.0,0.01,0.0
2017-12-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2017.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1513296000.0,0.01,0.0
2018-01-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1515974400.0,0.01,0.0
2018-02-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1518652800.0,0.01,0.0
2018-03-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1521072000.0,0.01,0.0
2018-04-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1523750400.0,0.01,0.0
2018-05-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,152.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1526342400.0,0.01,0.0
2018-06-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,160.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1529020800.0,0.01,0.0
2018-07-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,160.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1531612800.0,0.01,0.0
2018-08-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1534291200.0,0.01,0.0
2018-09-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1536969600.0,0.01,0.0
2018-10-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,132.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1539561600.0,0.01,0.0
2018-11-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1542240000.0,0.01,0.0
2018-12-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,142.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2018.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1544832000.0,0.01,0.0
2019-01-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,142.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1547510400.0,0.01,0.0
2019-02-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1550188800.0,0.01,0.0
2019-03-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1552608000.0,0.01,0.0
2019-04-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,160.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1555286400.0,0.01,0.0
2019-05-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,160.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1557878400.0,0.01,0.0
2019-06-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,155.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1560556800.0,0.01,0.0
2019-07-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,132.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1563148800.0,0.01,0.0
2019-08-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1565827200.0,0.01,0.0
2019-09-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,142.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1568505600.0,0.01,0.0
2019-10-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1571097600.0,0.01,0.0
2019-11-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1573776000.0,0.01,0.0
2019-12-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2019.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1576368000.0,0.01,0.0
2014-01-15,Rice - Retail,KG,cereals and tubers,400.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2014.0,Rice - Retail (KG),Rice,1389744000.0,1.0,0.0
2014-02-15,Rice - Retail,KG,cereals and tubers,441.01457627118646,,,,,,,52,,,1,,,,Rice - Retail (KG),Rice,,1.0,1.0
2014-03-15,Rice - Retail,KG,cereals and tubers,478.06,MWK,Malawi,Central Region,1888.0,Lilongwe,827.0,52,15.0,5.0,1,827_52_15_5,,2014.0,Rice - Retail (KG),Rice,1394841600.0,1.0,0.0
2014-04-15,Rice - Retail,KG,cereals and tubers,421.2667,MWK,Malawi,Central Region,1888.0,Mtakataka,796.0,52,15.0,5.0,1,796_52_15_5,,2014.0,Rice - Retail (KG),Rice,1397520000.0,1.0,0.0
2014-05-15,Rice - Retail,KG,cereals and tubers,465.54,MWK,Malawi,Central Region,1888.0,Lilongwe,827.0,52,15.0,5.0,1,827_52_15_5,,2014.0,Rice - Retail (KG),Rice,1400112000.0,1.0,0.0
2014-06-15,Rice - Retail,KG,cereals and tubers,327.62,MWK,Malawi,Northern Region,1889.0,Mzuzu,801.0,52,15.0,5.0,1,801_52_15_5,,2014.0,Rice - Retail (KG),Rice,1402790400.0,1.0,0.0
2014-07-15,Rice - Retail,KG,cereals and tubers,346.17,MWK,Malawi,Northern Region,1889.0,Mzuzu,801.0,52,15.0,5.0,1,801_52_15_5,,2014.0,Rice - Retail (KG),Rice,1405382400.0,1.0,0.0
2014-08-15,Rice - Retail,KG,cereals and tubers,347.77,MWK,Malawi,Northern Region,1889.0,Mzuzu,801.0,52,15.0,5.0,1,801_52_15_5,,2014.0,Rice - Retail (KG),Rice,1408060800.0,1.0,0.0
2014-09-15,Rice - Retail,KG,cereals and tubers,390.0267,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,52,15.0,5.0,1,779_52_15_5,,2014.0,Rice - Retail (KG),Rice,1410739200.0,1.0,0.0
2014-10-15,Rice - Retail,KG,cereals and tubers,385.47,MWK,Malawi,Central Region,1888.0,Chimbiya,771.0,52,15.0,5.0,1,771_52_15_5,,2014.0,Rice - Retail (KG),Rice,1413331200.0,1.0,0.0
2014-11-15,Rice - Retail,KG,cereals and tubers,409.03,MWK,Malawi,Northern Region,1889.0,Mzuzu,801.0,52,15.0,5.0,1,801_52_15_5,,2014.0,Rice - Retail (KG),Rice,1416009600.0,1.0,0.0
2014-12-15,Rice - Retail,KG,cereals and tubers,400.0,MWK,Malawi,Central Region,1888.0,Chimbiya,771.0,52,15.0,5.0,1,771_52_15_5,,2014.0,Rice - Retail (KG),Rice,1418601600.0,1.0,0.0
2015-01-15,Rice - Retail,KG,cereals and tubers,409.88,MWK,Malawi,Southern Region,1890.0,Balaka,763.0,52,15.0,5.0,1,763_52_15_5,,2015.0,Rice - Retail (KG),Rice,1421280000.0,1.0,0.0
2015-02-15,Rice - Retail,KG,cereals and tubers,450.0,MWK,Malawi,Central Region,1888.0,Dwangwa,775.0,52,15.0,5.0,1,775_52_15_5,,2015.0,Rice - Retail (KG),Rice,1423958400.0,1.0,0.0
2015-03-15,Rice - Retail,KG,cereals and tubers,607.55,MWK,Malawi,Northern Region,1889.0,Mzuzu,801.0,52,15.0,5.0,1,801_52_15_5,,2015.0,Rice - Retail (KG),Rice,1426377600.0,1.0,0.0
2015-04-15,Rice - Retail,KG,cereals and tubers,450.0,MWK,Malawi,Central Region,1888.0,Lilongwe,827.0,52,15.0,5.0,1,827_52_15_5,,2015.0,Rice - Retail (KG),Rice,1429056000.0,1.0,0.0
2015-05-15,Rice - Retail,KG,cereals and tubers,410.0,MWK,Malawi,Central Region,1888.0,Mwansambo,798.0,52,15.0,5.0,1,798_52_15_5,,2015.0,Rice - Retail (KG),Rice,1431648000.0,1.0,0.0
2015-06-15,Rice - Retail,KG,cereals and tubers,400.0,MWK,Malawi,Central Region,1888.0,Chimbiya,771.0,52,15.0,5.0,1,771_52_15_5,,2015.0,Rice - Retail (KG),Rice,1434326400.0,1.0,0.0
2015-07-15,Rice - Retail,KG,cereals and tubers,400.0,MWK,Malawi,Central Region,1888.0,Malomo,786.0,52,15.0,5.0,1,786_52_15_5,,2015.0,Rice - Retail (KG),Rice,1436918400.0,1.0,0.0
2015-08-15,Rice - Retail,KG,cereals and tubers,407.5,MWK,Malawi,Central Region,1888.0,Thete,822.0,52,15.0,5.0,1,822_52_15_5,,2015.0,Rice - Retail (KG),Rice,1439596800.0,1.0,0.0
2015-09-15,Rice - Retail,KG,cereals and tubers,435.81,MWK,Malawi,Northern Region,1889.0,Hewe,777.0,52,15.0,5.0,1,777_52_15_5,,2015.0,Rice - Retail (KG),Rice,1442275200.0,1.0,0.0
2015-10-15,Rice - Retail,KG,cereals and tubers,371.5875,MWK,Malawi,Southern Region,1890.0,Mangochi,787.0,52,15.0,5.0,1,787_52_15_5,,2015.0,Rice - Retail (KG),Rice,1444867200.0,1.0,0.0
2015-11-15,Rice - Retail,KG,cereals and tubers,344.2775,MWK,Malawi,Southern Region,1890.0,Neno,805.0,52,15.0,5.0,1,805_52_15_5,,2015.0,Rice - Retail (KG),Rice,1447545600.0,1.0,0.0
2015-12-15,Rice - Retail,KG,cereals and tubers,500.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2015.0,Rice - Retail (KG),Rice,1450137600.0,1.0,0.0
2016-01-15,Rice - Retail,KG,cereals and tubers,533.8367,MWK,Malawi,Central Region,1888.0,Mitundu,791.0,52,15.0,5.0,1,791_52_15_5,,2016.0,Rice - Retail (KG),Rice,1452816000.0,1.0,0.0
2016-02-15,Rice - Retail,KG,cereals and tubers,575.0,MWK,Malawi,Central Region,1888.0,Kasungu,780.0,52,15.0,5.0,1,780_52_15_5,,2016.0,Rice - Retail (KG),Rice,1455494400.0,1.0,0.0
2016-03-15,Rice - Retail,KG,cereals and tubers,650.0,MWK,Malawi,Central Region,1888.0,Kasiya,829.0,52,15.0,5.0,1,829_52_15_5,,2016.0,Rice - Retail (KG),Rice,1458000000.0,1.0,0.0
2016-04-15,Rice - Retail,KG,cereals and tubers,694.7,MWK,Malawi,Central Region,1888.0,Nsundwe,812.0,52,15.0,5.0,1,812_52_15_5,,2016.0,Rice - Retail (KG),Rice,1460678400.0,1.0,0.0
2016-05-15,Rice - Retail,KG,cereals and tubers,656.97,MWK,Malawi,Southern Region,1890.0,Chiradzulu,773.0,52,15.0,5.0,1,773_52_15_5,,2016.0,Rice - Retail (KG),Rice,1463270400.0,1.0,0.0
2016-06-15,Rice - Retail,KG,cereals and tubers,653.5425,MWK,Malawi,Northern Region,1889.0,Jenda,828.0,52,15.0,5.0,1,828_52_15_5,,2016.0,Rice - Retail (KG),Rice,1465948800.0,1.0,0.0
2016-07-15,Rice - Retail,KG,cereals and tubers,680.7675,MWK,Malawi,Northern Region,1889.0,Chintheche,772.0,52,15.0,5.0,1,772_52_15_5,,2016.0,Rice - Retail (KG),Rice,1468540800.0,1.0,0.0
2016-08-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2016.0,Rice - Retail (KG),Rice,1471219200.0,1.0,0.0
2016-09-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2016.0,Rice - Retail (KG),Rice,1473897600.0,1.0,0.0
2016-10-15,Rice - Retail,KG,cereals and tubers,701.1525,MWK,Malawi,Northern Region,1889.0,Mzimba,800.0,52,15.0,5.0,1,800_52_15_5,,2016.0,Rice - Retail (KG),Rice,1476489600.0,1.0,0.0
2016-11-15,Rice - Retail,KG,cereals and tubers,750.0,MWK,Malawi,Central Region,1888.0,Bembeke turn off,765.0,52,15.0,5.0,1,765_52_15_5,,2016.0,Rice - Retail (KG),Rice,1479168000.0,1.0,0.0
2016-12-15,Rice - Retail,KG,cereals and tubers,750.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2016.0,Rice - Retail (KG),Rice,1481760000.0,1.0,0.0
2017-01-15,Rice - Retail,KG,cereals and tubers,754.3625,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,52,15.0,5.0,1,779_52_15_5,,2017.0,Rice - Retail (KG),Rice,1484438400.0,1.0,0.0
2017-02-15,Rice - Retail,KG,cereals and tubers,757.925,MWK,Malawi,Southern Region,1890.0,Mangochi,787.0,52,15.0,5.0,1,787_52_15_5,,2017.0,Rice - Retail (KG),Rice,1487116800.0,1.0,0.0
2017-03-15,Rice - Retail,KG,cereals and tubers,776.51,MWK,Malawi,Central Region,1888.0,Mitundu,791.0,52,15.0,5.0,1,791_52_15_5,,2017.0,Rice - Retail (KG),Rice,1489536000.0,1.0,0.0
2017-04-15,Rice - Retail,KG,cereals and tubers,737.375,MWK,Malawi,Northern Region,1889.0,Mzuzu,801.0,52,15.0,5.0,1,801_52_15_5,,2017.0,Rice - Retail (KG),Rice,1492214400.0,1.0,0.0
2017-05-15,Rice - Retail,KG,cereals and tubers,679.65,MWK,Malawi,Northern Region,1889.0,Rumphi,818.0,52,15.0,5.0,1,818_52_15_5,,2017.0,Rice - Retail (KG),Rice,1494806400.0,1.0,0.0
2017-06-15,Rice - Retail,KG,cereals and tubers,600.0325,MWK,Malawi,Central Region,1888.0,Dwangwa,775.0,52,15.0,5.0,1,775_52_15_5,,2017.0,Rice - Retail (KG),Rice,1497484800.0,1.0,0.0
2017-07-15,Rice - Retail,KG,cereals and tubers,600.0,MWK,Malawi,Central Region,1888.0,Dwangwa,775.0,52,15.0,5.0,1,775_52_15_5,,2017.0,Rice - Retail (KG),Rice,1500076800.0,1.0,0.0
2017-08-15,Rice - Retail,KG,cereals and tubers,600.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2017.0,Rice - Retail (KG),Rice,1502755200.0,1.0,0.0
2017-09-15,Rice - Retail,KG,cereals and tubers,605.8825,MWK,Malawi,Southern Region,1890.0,Mayaka,788.0,52,15.0,5.0,1,788_52_15_5,,2017.0,Rice - Retail (KG),Rice,1505433600.0,1.0,0.0
2017-10-15,Rice - Retail,KG,cereals and tubers,605.63,MWK,Malawi,Southern Region,1890.0,Mayaka,788.0,52,15.0,5.0,1,788_52_15_5,,2017.0,Rice - Retail (KG),Rice,1508025600.0,1.0,0.0
2017-11-15,Rice - Retail,KG,cereals and tubers,600.0,MWK,Malawi,Central Region,1888.0,Ntcheu,814.0,52,15.0,5.0,1,814_52_15_5,,2017.0,Rice - Retail (KG),Rice,1510704000.0,1.0,0.0
2017-12-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Dwangwa,775.0,52,15.0,5.0,1,775_52_15_5,,2017.0,Rice - Retail (KG),Rice,1513296000.0,1.0,0.0
2018-01-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Malomo,786.0,52,15.0,5.0,1,786_52_15_5,,2018.0,Rice - Retail (KG),Rice,1515974400.0,1.0,0.0
2018-02-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Ntcheu,814.0,52,15.0,5.0,1,814_52_15_5,,2018.0,Rice - Retail (KG),Rice,1518652800.0,1.0,0.0
2018-03-15,Rice - Retail,KG,cereals and tubers,687.5,MWK,Malawi,Southern Region,1890.0,Phalombe,817.0,52,15.0,5.0,1,817_52_15_5,,2018.0,Rice - Retail (KG),Rice,1521072000.0,1.0,0.0
2018-04-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Ntcheu,814.0,52,15.0,5.0,1,814_52_15_5,,2018.0,Rice - Retail (KG),Rice,1523750400.0,1.0,0.0
2018-05-15,Rice - Retail,KG,cereals and tubers,723.1125,MWK,Malawi,Northern Region,1889.0,Jenda,828.0,52,15.0,5.0,1,828_52_15_5,,2018.0,Rice - Retail (KG),Rice,1526342400.0,1.0,0.0
2018-06-15,Rice - Retail,KG,cereals and tubers,731.7425,MWK,Malawi,Central Region,1888.0,Mitundu,791.0,52,15.0,5.0,1,791_52_15_5,,2018.0,Rice - Retail (KG),Rice,1529020800.0,1.0,0.0
2018-07-15,Rice - Retail,KG,cereals and tubers,684.7425,MWK,Malawi,Central Region,1888.0,Mitundu,791.0,52,15.0,5.0,1,791_52_15_5,,2018.0,Rice - Retail (KG),Rice,1531612800.0,1.0,0.0
2018-08-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Southern Region,1890.0,Balaka,763.0,52,15.0,5.0,1,763_52_15_5,,2018.0,Rice - Retail (KG),Rice,1534291200.0,1.0,0.0
2018-09-15,Rice - Retail,KG,cereals and tubers,650.325,MWK,Malawi,Southern Region,1890.0,Mayaka,788.0,52,15.0,5.0,1,788_52_15_5,,2018.0,Rice - Retail (KG),Rice,1536969600.0,1.0,0.0
2018-10-15,Rice - Retail,KG,cereals and tubers,715.16,MWK,Malawi,Central Region,1888.0,Mitundu,791.0,52,15.0,5.0,1,791_52_15_5,,2018.0,Rice - Retail (KG),Rice,1539561600.0,1.0,0.0
2018-11-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Ntcheu,814.0,52,15.0,5.0,1,814_52_15_5,,2018.0,Rice - Retail (KG),Rice,1542240000.0,1.0,0.0
2018-12-15,Rice - Retail,KG,cereals and tubers,750.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2018.0,Rice - Retail (KG),Rice,1544832000.0,1.0,0.0
2019-01-15,Rice - Retail,KG,cereals and tubers,726.11,MWK,Malawi,Northern Region,1889.0,Hewe,777.0,52,15.0,5.0,1,777_52_15_5,,2019.0,Rice - Retail (KG),Rice,1547510400.0,1.0,0.0
2019-02-15,Rice - Retail,KG,cereals and tubers,755.68,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,52,15.0,5.0,1,779_52_15_5,,2019.0,Rice - Retail (KG),Rice,1550188800.0,1.0,0.0
2019-03-15,Rice - Retail,KG,cereals and tubers,728.9325,MWK,Malawi,Southern Region,1890.0,Balaka,763.0,52,15.0,5.0,1,763_52_15_5,,2019.0,Rice - Retail (KG),Rice,1552608000.0,1.0,0.0
2019-04-15,Rice - Retail,KG,cereals and tubers,700.0,MWK,Malawi,Central Region,1888.0,Mwansambo,798.0,52,15.0,5.0,1,798_52_15_5,,2019.0,Rice - Retail (KG),Rice,1555286400.0,1.0,0.0
2019-05-15,Rice - Retail,KG,cereals and tubers,712.5,MWK,Malawi,Central Region,1888.0,Nkhamenya,807.0,52,15.0,5.0,1,807_52_15_5,,2019.0,Rice - Retail (KG),Rice,1557878400.0,1.0,0.0
2019-06-15,Rice - Retail,KG,cereals and tubers,723.6575,MWK,Malawi,Southern Region,1890.0,Lunzu,784.0,52,15.0,5.0,1,784_52_15_5,,2019.0,Rice - Retail (KG),Rice,1560556800.0,1.0,0.0
2019-07-15,Rice - Retail,KG,cereals and tubers,600.0,MWK,Malawi,Central Region,1888.0,Dwangwa,775.0,52,15.0,5.0,1,775_52_15_5,,2019.0,Rice - Retail (KG),Rice,1563148800.0,1.0,0.0
2019-08-15,Rice - Retail,KG,cereals and tubers,698.485,MWK,Malawi,Southern Region,1890.0,Lunzu,784.0,52,15.0,5.0,1,784_52_15_5,,2019.0,Rice - Retail (KG),Rice,1565827200.0,1.0,0.0
2019-09-15,Rice - Retail,KG,cereals and tubers,743.8925,MWK,Malawi,Southern Region,1890.0,Lunzu,784.0,52,15.0,5.0,1,784_52_15_5,,2019.0,Rice - Retail (KG),Rice,1568505600.0,1.0,0.0
2019-10-15,Rice - Retail,KG,cereals and tubers,731.5425,MWK,Malawi,Central Region,1888.0,Mitundu,791.0,52,15.0,5.0,1,791_52_15_5,,2019.0,Rice - Retail (KG),Rice,1571097600.0,1.0,0.0
2019-11-15,Rice - Retail,KG,cereals and tubers,750.0,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,52,15.0,5.0,1,768_52_15_5,,2019.0,Rice - Retail (KG),Rice,1573776000.0,1.0,0.0
